vehicle_id,name,last_reported,system_id,vehicle_type,collected_at,lon,lat
JumpDC-bike_18845,JUMP DC-0722,2018-12-22 13:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 13:05:00-07,-76.9784083333333,38.8656283333333
BirdDC-XLN65,XLN65,2018-12-22 13:04:57-07,BirdDC,electric-scooter,2018-12-22 13:05:00-07,-77.006225,38.827435
BirdDC-XNCRP,XNCRP,2018-12-22 13:04:57-07,BirdDC,electric-scooter,2018-12-22 13:05:00-07,-77.0058290682134,38.8280146297057
BirdDC-QDLNF,QDLNF,2018-12-22 13:04:57-07,BirdDC,electric-scooter,2018-12-22 13:05:00-07,-77.0063016666667,38.829415
BirdDC-TLCB4,TLCB4,2018-12-22 13:04:57-07,BirdDC,electric-scooter,2018-12-22 13:05:00-07,-77.0062566666667,38.8293766666667
BirdDC-19WL9,19WL9,2018-12-22 13:04:57-07,BirdDC,electric-scooter,2018-12-22 13:05:00-07,-76.987945,38.832375
BirdDC-S3LG6,S3LG6,2018-12-22 13:04:57-07,BirdDC,electric-scooter,2018-12-22 13:05:00-07,-77.0034783333333,38.83443
BirdDC-QBUBP,QBUBP,2018-12-22 13:04:57-07,BirdDC,electric-scooter,2018-12-22 13:05:00-07,-76.9857454207511,38.8438696414594
SkipDC-352897091325723,"",2018-12-22 13:04:57-07,SkipDC,electric-scooter,2018-12-22 13:05:00-07,-77.0246955,38.8798746
SkipDC-352897091387582,"",2018-12-22 13:04:57-07,SkipDC,electric-scooter,2018-12-22 13:05:00-07,-77.0247104,38.8799338
SkipDC-352897091437981,"",2018-12-22 13:04:57-07,SkipDC,electric-scooter,2018-12-22 13:05:00-07,-77.0246762,38.8799371
SkipDC-352897091391923,"",2018-12-22 13:04:57-07,SkipDC,electric-scooter,2018-12-22 13:05:00-07,-77.0252833,38.8804233
SkipDC-352897091314669,"",2018-12-22 13:04:57-07,SkipDC,electric-scooter,2018-12-22 13:05:00-07,-77.02675,38.8807433
SkipDC-352897091458482,"",2018-12-22 13:04:57-07,SkipDC,electric-scooter,2018-12-22 13:05:00-07,-77.0271683,38.8813333
SkipDC-352897091325749,"",2018-12-22 13:04:57-07,SkipDC,electric-scooter,2018-12-22 13:05:00-07,-77.0247037,38.8799441
SkipDC-352897091314727,"",2018-12-22 13:04:57-07,SkipDC,electric-scooter,2018-12-22 13:05:00-07,-77.0246217,38.8800083
SkipDC-352897091274863,"",2018-12-22 13:04:57-07,SkipDC,electric-scooter,2018-12-22 13:05:00-07,-77.0235214,38.8787023
