vehicle_id,name,last_reported,system_id,vehicle_type,collected_at,lon,lat
BirdDC-XLN65,XLN65,2018-12-22 16:04:57-07,BirdDC,electric-scooter,2018-12-22 16:05:00-07,-77.006225,38.827415
BirdDC-QBUBP,QBUBP,2018-12-22 16:04:57-07,BirdDC,electric-scooter,2018-12-22 16:05:00-07,-76.9857454207511,38.8438696414594
BirdDC-2VL4F,2VL4F,2018-12-22 16:04:57-07,BirdDC,electric-scooter,2018-12-22 16:05:00-07,-76.9848716666667,38.8538816666667
BirdDC-TGJSE,TGJSE,2018-12-22 16:04:57-07,BirdDC,electric-scooter,2018-12-22 16:05:00-07,-76.9975512,38.8580846
BirdDC-EW8DL,EW8DL,2018-12-22 16:04:57-07,BirdDC,electric-scooter,2018-12-22 16:05:00-07,-76.9651033333333,38.85831
JumpDC-bike_23428,JUMP DC-2563,2018-12-22 16:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 16:05:00-07,-76.9693633333333,38.8753733333333
SkipDC-352897091391923,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.025225,38.880435
SkipDC-352897091437981,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.02411,38.8798333
SkipDC-352897091314727,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0246217,38.8800717
SkipDC-352897091274863,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0242983,38.8789283
SkipDC-352897091387582,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0250517,38.8792533
SkipDC-352897091325749,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0246483,38.8798667
SkipDC-352897091325723,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0246235,38.8799202
SkipDC-352897091314669,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.026685,38.8806817
SkipDC-352897091458482,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0270067,38.881575
JumpDC-bike_18845,JUMP DC-0722,2018-12-22 16:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 16:05:00-07,-77.023015,38.8786316666667
BirdDC-IITJU,IITJU,2018-12-22 16:04:57-07,BirdDC,electric-scooter,2018-12-22 16:05:00-07,-77.01484,38.8817783333333
SkipDC-352897091325566,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0066083,38.8795717
SkipDC-352897091437825,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0053283,38.8804517
SkipDC-352897091295066,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0052208,38.8802957
SkipDC-352897091432867,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0055167,38.8802567
SkipDC-352897091310808,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0053945,38.8801315
BirdDC-VDPZZ,VDPZZ,2018-12-22 16:04:57-07,BirdDC,electric-scooter,2018-12-22 16:05:00-07,-77.0121849,38.86463
JumpDC-bike_18865,JUMP DC-0824,2018-12-22 16:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 16:05:00-07,-76.9949966666667,38.862055
BirdDC-FRWQD,FRWQD,2018-12-22 16:04:57-07,BirdDC,electric-scooter,2018-12-22 16:05:00-07,-76.991165,38.8636583333333
BirdDC-P6HU4,P6HU4,2018-12-22 16:04:57-07,BirdDC,electric-scooter,2018-12-22 16:05:00-07,-76.9873583333333,38.8648916666667
BirdDC-CQZ8D,CQZ8D,2018-12-22 16:04:57-07,BirdDC,electric-scooter,2018-12-22 16:05:00-07,-76.9780617,38.8708505
BirdDC-AELVL,AELVL,2018-12-22 16:04:57-07,BirdDC,electric-scooter,2018-12-22 16:05:00-07,-76.9598766666667,38.8700033333333
SkipDC-352897091291545,"",2018-12-22 16:04:57-07,SkipDC,electric-scooter,2018-12-22 16:05:00-07,-77.0185353,38.8772544
