vehicle_id,name,last_reported,system_id,vehicle_type,collected_at,lon,lat
JumpDC-bike_23210,JUMP DC-2519,2018-12-17 21:05:00-07,JumpDC,pedal-assist-bike,2018-12-17 21:05:00-07,-76.9818566666667,38.847065
SkipDC-352897091391485,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-76.9076533,38.8073517
BirdDC-98GGU,98GGU,2018-12-17 21:05:08-07,BirdDC,electric-scooter,2018-12-17 21:05:00-07,-77.0070883333333,38.826545
BirdDC-9A79F,9A79F,2018-12-17 21:05:08-07,BirdDC,electric-scooter,2018-12-17 21:05:00-07,-77.0035016666667,38.8344266666667
BirdDC-JYM3H,JYM3H,2018-12-17 21:05:08-07,BirdDC,electric-scooter,2018-12-17 21:05:00-07,-77.0047766666667,38.8367116666667
BirdDC-QBUBP,QBUBP,2018-12-17 21:05:08-07,BirdDC,electric-scooter,2018-12-17 21:05:00-07,-76.9857454207511,38.8438696414594
BirdDC-7H6FC,7H6FC,2018-12-17 21:05:08-07,BirdDC,electric-scooter,2018-12-17 21:05:00-07,-76.985946,38.843087
SkipDC-352897091438120,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.0068517,38.8765483
SkipDC-352897091431067,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.0012767,38.8745067
SkipDC-352897091325707,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.0004083,38.8757044
SkipDC-352897091432784,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.0056583,38.8766017
SkipDC-352897091381742,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.0015388,38.8749473
SkipDC-352897091273428,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.0001321,38.8769179
SkipDC-352897091391220,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-76.9977263,38.8770374
SkipDC-352897091311087,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-76.999415,38.87835
SkipDC-352897091294861,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-76.98753,38.87641
BirdDC-BNRUQ,BNRUQ,2018-12-17 21:05:08-07,BirdDC,electric-scooter,2018-12-17 21:05:00-07,-76.97255,38.8747066666667
JumpDC-bike_23230,JUMP DC-2539,2018-12-17 21:05:00-07,JumpDC,pedal-assist-bike,2018-12-17 21:05:00-07,-77.0265233333333,38.8810783333333
JumpDC-bike_23449,JUMP DC-2584,2018-12-17 21:05:00-07,JumpDC,pedal-assist-bike,2018-12-17 21:05:00-07,-77.0264983333333,38.8811816666667
SkipDC-352897091387228,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.0240633,38.8784983
SkipDC-352897091387020,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.024165,38.8794217
BirdDC-4RKLP,4RKLP,2018-12-17 21:05:08-07,BirdDC,electric-scooter,2018-12-17 21:05:00-07,-77.02108,38.881295
SkipDC-352897091326028,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.0192027,38.8827119
JumpDC-bike_23215,JUMP DC-2524,2018-12-17 21:05:00-07,JumpDC,pedal-assist-bike,2018-12-17 21:05:00-07,-77.0183133333333,38.879175
SkipDC-352897091319809,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.0147567,38.8791067
JumpDC-bike_23678,JUMP DC-2713,2018-12-17 21:05:00-07,JumpDC,pedal-assist-bike,2018-12-17 21:05:00-07,-77.01475,38.881565
JumpDC-bike_23680,JUMP DC-2715,2018-12-17 21:05:00-07,JumpDC,pedal-assist-bike,2018-12-17 21:05:00-07,-77.0146583333333,38.8812483333333
SkipDC-352897091386345,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.0069854,38.8792583
BirdDC-4KBRF,4KBRF,2018-12-17 21:05:08-07,BirdDC,electric-scooter,2018-12-17 21:05:00-07,-77.0012516666667,38.8791383333333
SkipDC-352897091430945,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.00346,38.8832483
SkipDC-352897091291602,"",2018-12-17 21:05:02-07,SkipDC,electric-scooter,2018-12-17 21:05:00-07,-77.0006,38.887215
BirdDC-FRWQD,FRWQD,2018-12-17 21:05:08-07,BirdDC,electric-scooter,2018-12-17 21:05:00-07,-76.994995,38.8873183333333
