vehicle_id,name,last_reported,system_id,vehicle_type,collected_at,lon,lat
JumpDC-bike_18908,JUMP DC-0787,2018-12-20 10:04:24-07,JumpDC,pedal-assist-bike,2018-12-20 10:05:00-07,-77.0023216666667,38.7994566666667
JumpDC-bike_18922,JUMP DC-0801,2018-12-20 10:04:24-07,JumpDC,pedal-assist-bike,2018-12-20 10:05:00-07,-77.01457,38.86446
JumpDC-bike_18865,JUMP DC-0824,2018-12-20 10:04:24-07,JumpDC,pedal-assist-bike,2018-12-20 10:05:00-07,-76.9949966666667,38.862055
BirdDC-CRQC1,CRQC1,2018-12-20 10:05:17-07,BirdDC,electric-scooter,2018-12-20 10:05:00-07,-76.9738533333333,38.864505
BirdDC-MAAJF,MAAJF,2018-12-20 10:05:17-07,BirdDC,electric-scooter,2018-12-20 10:05:00-07,-76.9739373959087,38.8645428122035
JumpDC-bike_16530,JUMP DC-0207,2018-12-20 10:04:24-07,JumpDC,pedal-assist-bike,2018-12-20 10:05:00-07,-77.0101283333333,38.87292
BirdDC-CQZ8D,CQZ8D,2018-12-20 10:05:17-07,BirdDC,electric-scooter,2018-12-20 10:05:00-07,-76.9780617,38.8708505
JumpDC-bike_16631,JUMP DC-0222,2018-12-20 10:04:24-07,JumpDC,pedal-assist-bike,2018-12-20 10:05:00-07,-76.9728116666667,38.8730533333333
SkipDC-352897091314669,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-77.0049433,38.878745
SkipDC-352897091381304,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-77.0053317,38.880115
SkipDC-352897091391584,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-76.9950233,38.88109
SkipDC-352897091381684,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-76.9948683,38.88104
SkipDC-352897091437163,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-76.99491,38.881055
SkipDC-352897091384621,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-76.994915,38.881075
SkipDC-352897091291545,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-76.99485,38.8810717
SkipDC-352897091343189,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-76.994865,38.88114
JumpDC-bike_23438,JUMP DC-2573,2018-12-20 10:04:24-07,JumpDC,pedal-assist-bike,2018-12-20 10:05:00-07,-76.9822716666667,38.881855
JumpDC-bike_23666,JUMP DC-2701,2018-12-20 10:04:24-07,JumpDC,pedal-assist-bike,2018-12-20 10:05:00-07,-76.982265,38.88187
SkipDC-352897091391220,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-77.0054717,38.8830867
SkipDC-352897091386923,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-77.0019134,38.8867587
SkipDC-352897091328065,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-77.0019264,38.8868656
SkipDC-352897091457823,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-77.0019264,38.8868656
SkipDC-352897091388309,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-77.001775,38.8867683
SkipDC-352897091432701,"",2018-12-20 10:05:18-07,SkipDC,electric-scooter,2018-12-20 10:05:00-07,-77.0336483,38.8876533
JumpDC-bike_16532,JUMP DC-0223,2018-12-20 10:04:24-07,JumpDC,pedal-assist-bike,2018-12-20 10:05:00-07,-76.9914133333333,38.88991
JumpDC-bike_23164,JUMP DC-2473,2018-12-20 10:04:24-07,JumpDC,pedal-assist-bike,2018-12-20 10:05:00-07,-76.9917516666667,38.889135
JumpDC-bike_23454,JUMP DC-2589,2018-12-20 10:04:24-07,JumpDC,pedal-assist-bike,2018-12-20 10:05:00-07,-76.99045,38.88923
BirdDC-ZETMZ,ZETMZ,2018-12-20 10:05:17-07,BirdDC,electric-scooter,2018-12-20 10:05:00-07,-76.9817258,38.8888797
BirdDC-NDGPG,NDGPG,2018-12-20 10:05:17-07,BirdDC,electric-scooter,2018-12-20 10:05:00-07,-76.9563653,38.8877893
