vehicle_id,name,last_reported,system_id,vehicle_type,collected_at,lon,lat
JumpDC-bike_18908,JUMP DC-0787,2018-12-19 19:03:58-07,JumpDC,pedal-assist-bike,2018-12-19 19:05:00-07,-76.9987216666667,38.81872
BirdDC-DIMKU,DIMKU,2018-12-19 19:05:04-07,BirdDC,electric-scooter,2018-12-19 19:05:00-07,-76.9923633333333,38.8427883333333
BirdDC-5FAU4,5FAU4,2018-12-19 19:05:04-07,BirdDC,electric-scooter,2018-12-19 19:05:00-07,-77.0038683333333,38.8359683333333
BirdDC-SU4X3,SU4X3,2018-12-19 19:05:04-07,BirdDC,electric-scooter,2018-12-19 19:05:00-07,-77.0039066666667,38.8359483333333
BirdDC-S3LG6,S3LG6,2018-12-19 19:05:04-07,BirdDC,electric-scooter,2018-12-19 19:05:00-07,-77.0034716666667,38.834415
BirdDC-JYM3H,JYM3H,2018-12-19 19:05:04-07,BirdDC,electric-scooter,2018-12-19 19:05:00-07,-77.00476,38.8366966666667
BirdDC-3VQB5,3VQB5,2018-12-19 19:05:04-07,BirdDC,electric-scooter,2018-12-19 19:05:00-07,-76.988915,38.8372566666667
BirdDC-P6HU4,P6HU4,2018-12-19 19:05:04-07,BirdDC,electric-scooter,2018-12-19 19:05:00-07,-76.9873583333333,38.8648916666667
JumpDC-bike_23643,JUMP DC-2678,2018-12-19 19:03:58-07,JumpDC,pedal-assist-bike,2018-12-19 19:05:00-07,-76.976805,38.8650316666667
JumpDC-bike_18848,JUMP DC-0693,2018-12-19 19:03:58-07,JumpDC,pedal-assist-bike,2018-12-19 19:05:00-07,-77.0184066666667,38.8716133333333
JumpDC-bike_23182,JUMP DC-2491,2018-12-19 19:03:58-07,JumpDC,pedal-assist-bike,2018-12-19 19:05:00-07,-77.0187366666667,38.8730083333333
SkipDC-352897091294184,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.0092133,38.8725483
SkipDC-352897091381684,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.0094851,38.8732671
JumpDC-bike_18934,JUMP DC-0813,2018-12-19 19:03:58-07,JumpDC,pedal-assist-bike,2018-12-19 19:05:00-07,-77.0106,38.8738733333333
SkipDC-352897091273642,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.005875,38.87309
BirdDC-CQZ8D,CQZ8D,2018-12-19 19:05:04-07,BirdDC,electric-scooter,2018-12-19 19:05:00-07,-76.9780617,38.8708505
JumpDC-bike_23616,JUMP DC-2651,2018-12-19 19:03:58-07,JumpDC,pedal-assist-bike,2018-12-19 19:05:00-07,-76.9791683333333,38.8727933333333
BirdDC-WSF6G,WSF6G,2018-12-19 19:05:04-07,BirdDC,electric-scooter,2018-12-19 19:05:00-07,-77.0372616666667,38.8782766666667
SkipDC-352897091457427,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.0059025,38.8772648
SkipDC-352897091430945,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.003115,38.8778283
JumpDC-bike_23433,JUMP DC-2568,2018-12-19 19:03:58-07,JumpDC,pedal-assist-bike,2018-12-19 19:05:00-07,-77.00046,38.8762666666667
SkipDC-352897091384928,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.0041233,38.8754967
SkipDC-352897091458482,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.004365,38.8767483
SkipDC-352897091431083,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-76.9996618,38.876658
SkipDC-352897091310808,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-76.9936817,38.8766433
SkipDC-352897091274863,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-76.9934184,38.8766526
SkipDC-352897091387384,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-76.9902283,38.8783683
JumpDC-bike_23467,JUMP DC-2602,2018-12-19 19:03:58-07,JumpDC,pedal-assist-bike,2018-12-19 19:05:00-07,-76.9694133333333,38.8753783333333
BirdDC-6D9WK,6D9WK,2018-12-19 19:05:04-07,BirdDC,electric-scooter,2018-12-19 19:05:00-07,-77.02642,38.8819316666667
SkipDC-352897091383102,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.0247783,38.8787483
SkipDC-352897091381809,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.0245933,38.8788683
SkipDC-352897091392145,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.0236168,38.8791749
SkipDC-352897091391584,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.019685,38.8784083
BirdDC-EIMH5,EIMH5,2018-12-19 19:05:04-07,BirdDC,electric-scooter,2018-12-19 19:05:00-07,-77.0175316666667,38.8845633333333
SkipDC-352897091381247,"",2018-12-19 19:05:03-07,SkipDC,electric-scooter,2018-12-19 19:05:00-07,-77.0167383,38.8835067
