vehicle_id,name,last_reported,system_id,vehicle_type,collected_at,lon,lat
SkipDC-352897091391220,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-76.89619,38.8156333
JumpDC-bike_23466,JUMP DC-2601,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-76.9817616666667,38.8470933333333
BirdDC-ESZKA,ESZKA,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.9744266666667,38.8475033333333
BirdDC-TGJSE,TGJSE,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.9975512,38.8580846
JumpDC-bike_23213,JUMP DC-2522,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-76.98896,38.85954
SkipDC-352897091391485,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-76.9580048,38.8571749
SkipDC-352897091392202,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.05528,38.8621167
SkipDC-352897091274145,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-76.9949318,38.8624615
BirdDC-MNT9S,MNT9S,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.99694,38.8603633333333
SkipDC-352897091437163,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0184829,38.8774926
BirdDC-C8PJA,C8PJA,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-77.02121,38.876965
BirdDC-3WP1M,3WP1M,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-77.0198966666667,38.877845
JumpDC-bike_23709,JUMP DC-2744,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-77.0176683333333,38.8753683333333
BirdDC-6EIYU,6EIYU,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-77.0134883333333,38.8765533333333
SkipDC-352897091387228,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0162139,38.8762919
SkipDC-352897091437684,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0160313,38.8764627
SkipDC-352897091428006,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0157933,38.8766417
SkipDC-352897091430945,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0157683,38.876625
SkipDC-352897091381247,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0151933,38.8772517
BirdDC-QYXX3,QYXX3,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-77.0133816666667,38.8757316666667
BirdDC-GM1CG,GM1CG,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-77.013405,38.8758083333333
SkipDC-352897091387202,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0160609,38.8764675
JumpDC-bike_23710,JUMP DC-2745,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-77.006045,38.878215
SkipDC-352897091386527,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0083849,38.8750627
SkipDC-352897091431067,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0083931,38.8750908
JumpDC-bike_23188,JUMP DC-2497,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-77.0007283333333,38.8750433333333
SkipDC-352897091457823,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-76.997607,38.8777083
SkipDC-352897091438005,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0361567,38.8793117
SkipDC-352897091437502,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0266028,38.8797897
SkipDC-352897091384761,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.025145,38.87925
BirdDC-B2BY4,B2BY4,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-77.0206216666667,38.88039
BirdDC-21QT8,21QT8,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-77.0215766666667,38.8861
JumpDC-bike_23170,JUMP DC-2479,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-77.0028283333333,38.88724
SkipDC-352897091325707,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0021523,38.8855804
JumpDC-bike_23216,JUMP DC-2525,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-76.995985,38.884255
JumpDC-bike_18887,JUMP DC-0764,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-76.9964483333333,38.8872183333333
JumpDC-bike_23677,JUMP DC-2712,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-76.995895,38.8837116666667
JumpDC-bike_23702,JUMP DC-2737,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-76.9961466666667,38.8839766666667
SkipDC-352897091273642,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-76.9985167,38.88472
SkipDC-352897091458482,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-76.99658,38.8848867
JumpDC-bike_23696,JUMP DC-2731,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-76.9824416666667,38.8853566666667
SkipDC-352897091310808,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-76.986635,38.8856683
BirdDC-IS8VV,IS8VV,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.9533766666667,38.885735
BirdDC-61HE5,61HE5,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.953225,38.8857566666667
BirdDC-CADKN,CADKN,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.9480602,38.885043
BirdDC-GPL7Q,GPL7Q,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-77.0485882,38.8886036
SkipDC-352897091438120,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0345555,38.8877281
SkipDC-352897091457526,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.034595,38.8877333
BirdDC-4RKLP,4RKLP,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-77.0205616666667,38.889385
SkipDC-352897091274863,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0209797,38.8882305
BirdDC-X8M9S,X8M9S,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-77.0153436,38.890397
BirdDC-62I7A,62I7A,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-77.0122683333333,38.8903
SkipDC-352897091381700,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-77.0129725,38.8883343
JumpDC-bike_23674,JUMP DC-2709,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-77.005765,38.891325
JumpDC-bike_23487,JUMP DC-2622,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-77.002695,38.8875366666667
SkipDC-352897091427982,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-76.9971867,38.8886417
SkipDC-352897091384860,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-76.9973306,38.8908645
JumpDC-bike_18880,JUMP DC-0839,2018-12-18 21:05:02-07,JumpDC,pedal-assist-bike,2018-12-18 21:05:00-07,-76.9935216666667,38.88873
SkipDC-352897091385149,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-76.988245,38.88862
SkipDC-352897091295744,"",2018-12-18 21:04:56-07,SkipDC,electric-scooter,2018-12-18 21:05:00-07,-76.9816307,38.8897232
BirdDC-K69YG,K69YG,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.9563983333333,38.8878133333333
BirdDC-96LFD,96LFD,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.9562983333333,38.8876533333333
BirdDC-NDGPG,NDGPG,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.9563216666667,38.8878283333333
BirdDC-I2Z5H,I2Z5H,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.95639,38.8878516666667
BirdDC-E6XGL,E6XGL,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.9564216666667,38.8878366666667
BirdDC-CSTBR,CSTBR,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.95633,38.8878333333333
BirdDC-JI4KH,JI4KH,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.956345,38.8878366666667
BirdDC-8K5QC,8K5QC,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.9564666666667,38.8877683333333
BirdDC-IAZ1N,IAZ1N,2018-12-18 21:04:59-07,BirdDC,electric-scooter,2018-12-18 21:05:00-07,-76.951225,38.8881383333333
