vehicle_id,name,last_reported,system_id,vehicle_type,collected_at,lon,lat
BirdDC-2VL4F,2VL4F,2018-12-22 11:04:57-07,BirdDC,electric-scooter,2018-12-22 11:05:00-07,-76.9849016666667,38.8539283333333
BirdDC-KUYEA,KUYEA,2018-12-22 11:04:57-07,BirdDC,electric-scooter,2018-12-22 11:05:00-07,-77.0057983333333,38.8280683333333
BirdDC-645QG,645QG,2018-12-22 11:04:57-07,BirdDC,electric-scooter,2018-12-22 11:05:00-07,-77.0058066666667,38.8280366666667
BirdDC-BPD6M,BPD6M,2018-12-22 11:04:57-07,BirdDC,electric-scooter,2018-12-22 11:05:00-07,-77.0057533333333,38.8280533333333
BirdDC-XNCRP,XNCRP,2018-12-22 11:04:57-07,BirdDC,electric-scooter,2018-12-22 11:05:00-07,-77.0058290682134,38.8280146297057
BirdDC-9HWY5,9HWY5,2018-12-22 11:04:57-07,BirdDC,electric-scooter,2018-12-22 11:05:00-07,-77.0058066666667,38.82803
BirdDC-XLN65,XLN65,2018-12-22 11:04:57-07,BirdDC,electric-scooter,2018-12-22 11:05:00-07,-77.0063483333333,38.8294566666667
BirdDC-TLCB4,TLCB4,2018-12-22 11:04:57-07,BirdDC,electric-scooter,2018-12-22 11:05:00-07,-77.006325,38.8293033333333
BirdDC-QDLNF,QDLNF,2018-12-22 11:04:57-07,BirdDC,electric-scooter,2018-12-22 11:05:00-07,-77.0063633333333,38.82941
BirdDC-S3LG6,S3LG6,2018-12-22 11:04:57-07,BirdDC,electric-scooter,2018-12-22 11:05:00-07,-77.0035016666667,38.83443
BirdDC-QBUBP,QBUBP,2018-12-22 11:04:57-07,BirdDC,electric-scooter,2018-12-22 11:05:00-07,-76.9857454207511,38.8438696414594
JumpDC-bike_18845,JUMP DC-0722,2018-12-22 11:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 11:05:00-07,-76.9784083333333,38.8656283333333
SkipDC-352897091430440,"",2018-12-22 11:04:57-07,SkipDC,electric-scooter,2018-12-22 11:05:00-07,-77.0335996,38.887382
SkipDC-352897091274582,"",2018-12-22 11:04:57-07,SkipDC,electric-scooter,2018-12-22 11:05:00-07,-77.0255533,38.88738
SkipDC-352897091384068,"",2018-12-22 11:04:57-07,SkipDC,electric-scooter,2018-12-22 11:05:00-07,-77.0285597,38.8863345
SkipDC-352897091386501,"",2018-12-22 11:04:57-07,SkipDC,electric-scooter,2018-12-22 11:05:00-07,-77.0256367,38.8873217
SkipDC-352897091427826,"",2018-12-22 11:04:57-07,SkipDC,electric-scooter,2018-12-22 11:05:00-07,-77.02562,38.887365
SkipDC-352897091275183,"",2018-12-22 11:04:57-07,SkipDC,electric-scooter,2018-12-22 11:05:00-07,-77.0256533,38.8873017
SkipDC-352897091457807,"",2018-12-22 11:04:57-07,SkipDC,electric-scooter,2018-12-22 11:05:00-07,-77.0254933,38.8872883
