vehicle_id,name,last_reported,system_id,vehicle_type,collected_at,lon,lat
JumpDC-bike_18905,JUMP DC-0784,2018-12-18 10:04:20-07,JumpDC,pedal-assist-bike,2018-12-18 10:05:00-07,-77.0107483333333,38.8711416666667
BirdDC-JYM3H,JYM3H,2018-12-18 10:04:50-07,BirdDC,electric-scooter,2018-12-18 10:05:00-07,-77.0048066666667,38.8366466666667
BirdDC-7H6FC,7H6FC,2018-12-18 10:04:50-07,BirdDC,electric-scooter,2018-12-18 10:05:00-07,-76.985798,38.843007
BirdDC-QBUBP,QBUBP,2018-12-18 10:04:50-07,BirdDC,electric-scooter,2018-12-18 10:05:00-07,-76.9857454207511,38.8438696414594
SkipDC-352897091381783,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-76.9980532,38.8750106
SkipDC-352897091432784,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-76.9978833,38.8747817
JumpDC-bike_18865,JUMP DC-0824,2018-12-18 10:04:20-07,JumpDC,pedal-assist-bike,2018-12-18 10:05:00-07,-77.0274783333333,38.8815066666667
JumpDC-bike_18878,JUMP DC-0837,2018-12-18 10:04:20-07,JumpDC,pedal-assist-bike,2018-12-18 10:05:00-07,-77.0187283333333,38.8811633333333
JumpDC-bike_23215,JUMP DC-2524,2018-12-18 10:04:20-07,JumpDC,pedal-assist-bike,2018-12-18 10:05:00-07,-77.0183133333333,38.879175
SkipDC-352897091319809,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-77.0147709,38.879185
SkipDC-352897091437502,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-77.0050317,38.878525
SkipDC-352897091438823,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-77.0049567,38.8787083
SkipDC-352897091430929,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-77.004905,38.8787233
SkipDC-352897091386501,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-77.0049467,38.878685
SkipDC-352897091437486,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-77.0049617,38.8787333
SkipDC-352897091381742,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-77.00531,38.8804767
SkipDC-352897091310808,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-77.0053117,38.8805383
SkipDC-352897091275001,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-76.9953985,38.8813344
SkipDC-352897091438161,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-76.9953622,38.881366
SkipDC-352897091294184,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-76.9952683,38.881375
SkipDC-352897091430887,"",2018-12-18 10:05:01-07,SkipDC,electric-scooter,2018-12-18 10:05:00-07,-76.9951867,38.881395
JumpDC-bike_16631,JUMP DC-0222,2018-12-18 10:04:20-07,JumpDC,pedal-assist-bike,2018-12-18 10:05:00-07,-76.983785,38.879195
BirdDC-S9DV1,S9DV1,2018-12-18 10:04:50-07,BirdDC,electric-scooter,2018-12-18 10:05:00-07,-76.9609983333333,38.8825183333333
BirdDC-9TVLY,9TVLY,2018-12-18 10:04:50-07,BirdDC,electric-scooter,2018-12-18 10:05:00-07,-76.9609566126736,38.882553172334
