vehicle_id,name,last_reported,system_id,vehicle_type,collected_at,lon,lat
JumpDC-bike_23509,JUMP DC-2644,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.995085,38.8620333333333
BirdDC-M8D6N,M8D6N,2018-12-22 04:04:57-07,BirdDC,electric-scooter,2018-12-22 04:05:00-07,-76.9869316666667,38.841705
JumpDC-bike_23428,JUMP DC-2563,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.9814183333333,38.8453783333333
SkipDC-352897091294861,"",2018-12-22 04:04:58-07,SkipDC,electric-scooter,2018-12-22 04:05:00-07,-77.0061043,38.8755669
JumpDC-bike_23705,JUMP DC-2740,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.9999683333333,38.8750416666667
JumpDC-bike_23212,JUMP DC-2521,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0204733333333,38.878665
JumpDC-bike_23185,JUMP DC-2494,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0147883333333,38.8815666666667
JumpDC-bike_23438,JUMP DC-2573,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.006,38.8788416666667
SkipDC-352897091272743,"",2018-12-22 04:04:58-07,SkipDC,electric-scooter,2018-12-22 04:05:00-07,-77.0048619,38.8803107
BirdDC-9TVLY,9TVLY,2018-12-22 04:04:57-07,BirdDC,electric-scooter,2018-12-22 04:05:00-07,-76.9608977717133,38.8824838959043
JumpDC-bike_23431,JUMP DC-2566,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.99144,38.889935
JumpDC-bike_18867,JUMP DC-0826,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.9866216666667,38.8875516666667
JumpDC-bike_23471,JUMP DC-2606,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.977435,38.88764
JumpDC-bike_18919,JUMP DC-0798,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0421233333333,38.8961066666667
JumpDC-bike_23154,JUMP DC-2463,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0421516666667,38.8958483333333
JumpDC-bike_23237,JUMP DC-2546,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.027995,38.8998516666667
JumpDC-bike_23459,JUMP DC-2594,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.005165,38.89673
JumpDC-bike_23189,JUMP DC-2498,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0000883333333,38.897415
JumpDC-bike_23155,JUMP DC-2464,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.00003,38.8973366666667
JumpDC-bike_18840,JUMP DC-0846,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0051766666667,38.896765
JumpDC-bike_23700,JUMP DC-2735,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0048733333333,38.8968883333333
JumpDC-bike_23181,JUMP DC-2490,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0049366666667,38.8968516666667
JumpDC-bike_16625,JUMP DC-0230,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0000416666667,38.8974033333333
JumpDC-bike_18894,JUMP DC-0773,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.00493,38.896905
JumpDC-bike_23449,JUMP DC-2584,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.00487,38.8968183333333
JumpDC-bike_18844,JUMP DC-0721,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0050916666667,38.8966516666667
JumpDC-bike_16523,JUMP DC-0167,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0000633333333,38.897405
JumpDC-bike_23203,JUMP DC-2512,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-77.0049016666667,38.8969133333333
JumpDC-bike_23166,JUMP DC-2475,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.99996,38.8973633333333
JumpDC-bike_23164,JUMP DC-2473,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.9999433333333,38.8974116666667
JumpDC-bike_23655,JUMP DC-2690,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.9997166666667,38.8974533333333
JumpDC-bike_23665,JUMP DC-2700,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.99698,38.90035
JumpDC-bike_23709,JUMP DC-2744,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.999705,38.8974516666667
JumpDC-bike_23231,JUMP DC-2540,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.996985,38.8997633333333
JumpDC-bike_23178,JUMP DC-2487,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.9999166666667,38.8974083333333
JumpDC-bike_23485,JUMP DC-2620,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.9999583333333,38.8974166666667
JumpDC-bike_23617,JUMP DC-2652,2018-12-22 04:05:07-07,JumpDC,pedal-assist-bike,2018-12-22 04:05:00-07,-76.9920466666667,38.9003033333333
BirdDC-19WL9,19WL9,2018-12-22 04:04:57-07,BirdDC,electric-scooter,2018-12-22 04:05:00-07,-77.0218733333333,38.9050216666667
SkipDC-352897091381320,"",2018-12-22 04:04:58-07,SkipDC,electric-scooter,2018-12-22 04:05:00-07,-77.0192817,38.901195
