vehicle_id,name,last_reported,system_id,vehicle_type,collected_at,lon,lat
BirdDC-RZ13C,RZ13C,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-77.0058216666667,38.82798
BirdDC-S3LG6,S3LG6,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-77.0034866666667,38.8344233333333
BirdDC-QBUBP,QBUBP,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-76.9857454207511,38.8438696414594
BirdDC-2VL4F,2VL4F,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-76.9849016666667,38.8539816666667
JumpDC-bike_23509,JUMP DC-2644,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-76.995085,38.8620333333333
JumpDC-bike_18865,JUMP DC-0824,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-76.9949966666667,38.862055
BirdDC-MAAJF,MAAJF,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-76.9739177541198,38.8645906373341
BirdDC-XNCRP,XNCRP,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-77.0058290682134,38.8280146297057
JumpDC-bike_18845,JUMP DC-0722,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-76.9784083333333,38.8656283333333
BirdDC-9HWY5,9HWY5,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-77.0058366666667,38.828015
JumpDC-bike_23228,JUMP DC-2537,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.01907,38.8734966666667
BirdDC-CQZ8D,CQZ8D,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-76.9780617,38.8708505
BirdDC-BPD6M,BPD6M,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-77.0057983333333,38.828075
BirdDC-645QG,645QG,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-77.0058133333333,38.8279983333333
BirdDC-MNT9S,MNT9S,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-77.0133583333333,38.87571
JumpDC-bike_23438,JUMP DC-2573,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.01563,38.8753366666667
SkipDC-352897091294861,"",2018-12-22 08:04:57-07,SkipDC,electric-scooter,2018-12-22 08:05:00-07,-77.00646,38.87564
BirdDC-KUYEA,KUYEA,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-77.0057983333333,38.8280683333333
JumpDC-bike_23705,JUMP DC-2740,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-76.9999683333333,38.8750416666667
JumpDC-bike_23428,JUMP DC-2563,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-76.9693633333333,38.8753733333333
SkipDC-352897091314669,"",2018-12-22 08:04:57-07,SkipDC,electric-scooter,2018-12-22 08:05:00-07,-77.0251633,38.8802983
SkipDC-352897091458482,"",2018-12-22 08:04:57-07,SkipDC,electric-scooter,2018-12-22 08:05:00-07,-77.0251733,38.8803183
BirdDC-C4KH7,C4KH7,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-77.0058133333333,38.82798
SkipDC-352897091432867,"",2018-12-22 08:04:57-07,SkipDC,electric-scooter,2018-12-22 08:05:00-07,-77.0251602,38.8803882
JumpDC-bike_23212,JUMP DC-2521,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0204733333333,38.878665
JumpDC-bike_23185,JUMP DC-2494,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0147883333333,38.8815666666667
SkipDC-352897091272743,"",2018-12-22 08:04:57-07,SkipDC,electric-scooter,2018-12-22 08:05:00-07,-77.0068244,38.8805261
BirdDC-9TVLY,9TVLY,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-76.9608977717133,38.8824838959043
BirdDC-S9DV1,S9DV1,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-76.9609216666667,38.8826416666667
JumpDC-bike_23506,JUMP DC-2641,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0282483333333,38.8862816666667
JumpDC-bike_16514,JUMP DC-0202,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0057733333333,38.8861366666667
JumpDC-bike_23450,JUMP DC-2585,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.00475,38.8851016666667
JumpDC-bike_23488,JUMP DC-2623,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-76.9901683333333,38.8852133333333
JumpDC-bike_23154,JUMP DC-2463,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0421516666667,38.8958483333333
BirdDC-BFK1V,BFK1V,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-77.0395133333333,38.8922316666667
JumpDC-bike_18849,JUMP DC-0694,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0271883333333,38.89554
JumpDC-bike_18820,JUMP DC-0688,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0272266666667,38.8953116666667
JumpDC-bike_23220,JUMP DC-2529,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0273366666667,38.8952983333333
SkipDC-352897091294705,"",2018-12-22 08:04:57-07,SkipDC,electric-scooter,2018-12-22 08:05:00-07,-77.0196183,38.8930983
SkipDC-352897091291768,"",2018-12-22 08:04:57-07,SkipDC,electric-scooter,2018-12-22 08:05:00-07,-77.019635,38.8931183
JumpDC-bike_16530,JUMP DC-0207,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0132633333333,38.8959733333333
SkipDC-352897091437965,"",2018-12-22 08:04:57-07,SkipDC,electric-scooter,2018-12-22 08:05:00-07,-77.0124048,38.8927434
SkipDC-352897091391709,"",2018-12-22 08:04:57-07,SkipDC,electric-scooter,2018-12-22 08:05:00-07,-77.0119783,38.8928667
BirdDC-26GF2,26GF2,2018-12-22 08:04:57-07,BirdDC,electric-scooter,2018-12-22 08:05:00-07,-76.9825366666667,38.8961216666667
JumpDC-bike_18839,JUMP DC-0716,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-76.9137483333333,38.8933416666667
JumpDC-bike_23459,JUMP DC-2594,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.005165,38.89673
JumpDC-bike_23700,JUMP DC-2735,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0048733333333,38.8968883333333
JumpDC-bike_23203,JUMP DC-2512,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0049016666667,38.8969133333333
JumpDC-bike_23189,JUMP DC-2498,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0000883333333,38.897415
JumpDC-bike_23449,JUMP DC-2584,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.00487,38.8968183333333
JumpDC-bike_18894,JUMP DC-0773,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.00493,38.896905
JumpDC-bike_23181,JUMP DC-2490,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0049366666667,38.8968516666667
JumpDC-bike_16625,JUMP DC-0230,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0000416666667,38.8974033333333
JumpDC-bike_16523,JUMP DC-0167,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0000633333333,38.897405
JumpDC-bike_23155,JUMP DC-2464,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.00003,38.8973366666667
JumpDC-bike_18840,JUMP DC-0846,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-77.0051766666667,38.896765
JumpDC-bike_23485,JUMP DC-2620,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-76.9999583333333,38.8974166666667
JumpDC-bike_23164,JUMP DC-2473,2018-12-22 08:04:37-07,JumpDC,pedal-assist-bike,2018-12-22 08:05:00-07,-76.9999433333333,38.8974116666667
